entry-number	entry-timestamp	item-hash	register	text	registry	phase	copyright	fields
94	2016-04-12T15:12:46Z	sha-256:1aa74b7e97518cec76b5be02ddc43b99c8a83395b958a8ff4d9180b07899ec6f	company	Companies in England and Wales	companies-house	alpha		company;name;company-status;registered-office;industry;start-date;end-date
