entry-number	entry-timestamp	item-hash	register	text	registry	phase	copyright	fields
104	2016-04-12T15:12:47Z	sha-256:1d1816687f97ed4ec20919feed15db5cbfc2e34aa00376dde1bfdcf849c5f2a9	food-premises	Premises which prepare and serve food	food-standards-agency	alpha		food-premises;name;business;food-premises-types;local-authority;premises;start-date;end-date
