entry-number	entry-timestamp	item-hash	register	text	registry	phase	copyright	fields
91	2016-04-12T15:12:46Z	sha-256:3b852accf3e75e8843f3e108afbc2790b1941cd256edb07ea4c5a02f407d0934	food-premises-type	Types of premises which prepare and serve food	food-standards-agency	alpha		food-premises-type;name
