entry-number	entry-timestamp	item-hash	register	text	registry	phase	copyright	fields
102	2016-04-12T15:12:47Z	sha-256:f0354e840c33aae88052c9fc2a27d2a00530108dc0a83da66b7b5fcb9146594e	premises	Commercial properties eligable for business rates in England and Wales	valuation-office-agency	alpha		premises;address;start-date;end-date
