entry-number	entry-timestamp	item-hash	food-premises-type	name
1	2016-03-22T10:43:17Z	sha-256:cde4b606af07849baea6e43b63cbb346fce7026fa59d235096ecf2502ea651a7	Restaurant	Restaurant
