entry-number	item-hash	entry-timestamp	food-premises-rating	food-premises	food-premises-rating-value	food-premises-rating-hygiene-score	food-premises-rating-structural-score	food-premises-rating-confidence-in-management-score	local-authority	food-premises-rating-reply	start-date	inspector	end-date
512920	sha-256:59113a9ba41c0c0f019f70003b96d76cb7795a34a1e16514d0cd4c9e42079fda	2016-03-22T10:50:30Z	7593322014-04-09	759332	4	5	10	5			2014-04-09	local-authority:506
512919	sha-256:a29359e4bcc7f298a47f3013905dc3f768acc17201536a4c07e0dd3550bae768	2016-03-22T10:50:30Z	2500232015-02-02	250023	2	15	10	10			2015-02-02	local-authority:900
