entry-number	item-hash	entry-timestamp	company	name	company-status	registered-office	industry	start-date	end-date
2	sha-256:454a74d390dcaa13d999a756b0eb933b81e03c909099e4bb26b1faffc26b5a93	2016-03-31T12:15:49Z	07228130	BYRON HAMBURGERS LIMITED		10033530330	56101	2010-04-20
